city,state_id,state_name,county_name,lat,lng,zips,id
Neptune Beach,FL,Florida,Duval,30.3165,-81.4118,32266,1840015030
San Martin,CA,California,Santa Clara,37.0829,-121.5963,95046 95020 95038,1840018948
Laurel,MT,Montana,Yellowstone,45.6735,-108.7707,59044,1840019900
Dahlonega,GA,Georgia,Lumpkin,34.5311,-83.9804,30533 30597,1840014672
Delafield,WI,Wisconsin,Waukesha,43.0720,-88.3913,53018 53058 53029,1840003017
Dayton,TN,Tennessee,Rhea,35.4912,-85.0120,37321,1840014525
Belterra,TX,Texas,Hays,30.1885,-97.9845,78737,1840146927
Pea Ridge,WV,West Virginia,Cabell,38.4155,-82.3195,25705 25504,1840038311
Pike Creek,DE,Delaware,New Castle,39.7488,-75.6950,19808 19707 19711,1840028618
Mead,WA,Washington,Spokane,47.7795,-117.3500,99021,1840023786
Wetumpka,AL,Alabama,Elmore,32.5406,-86.2053,36093 36092,1840006013
Gonzales,TX,Texas,Gonzales,29.5126,-97.4472,78629,1840020953
Hiawatha,IA,Iowa,Linn,42.0547,-91.6911,52411 52233,1840006989
South Haven,IN,Indiana,Porter,41.5438,-87.1367,46385,1840004834
Sausalito,CA,California,Marin,37.8581,-122.4933,94965 94966,1840021514
Oakdale,NY,New York,Suffolk,40.7375,-73.1344,11769,1840005063
Cottonwood,CA,California,Shasta,40.3903,-122.3156,96022,1840017489
Highgrove,CA,California,Riverside,34.0106,-117.3098,92507,1840017986
Strasburg,VA,Virginia,Shenandoah,38.9961,-78.3549,22657,1840006004
Seminole,OK,Oklahoma,Seminole,35.2348,-96.6493,74868 74884 74818,1840021776
Keyport,NJ,New Jersey,Monmouth,40.4328,-74.2011,07735,1840003691
Greenville,IL,Illinois,Bond,38.8867,-89.3894,62246,1840008563
Connerton,FL,Florida,Pasco,28.3022,-82.4624,34637,1840038857
Wescosville,PA,Pennsylvania,Lehigh,40.5617,-75.5489,18106 18103 18062,1840035250
West Frankfort,IL,Illinois,Franklin,37.8997,-88.9301,62896,1840010833
Rapid Valley,SD,South Dakota,Pennington,44.0674,-103.1223,57703,1840004098
Brockport,NY,New York,Monroe,43.2137,-77.9404,14420,1840004287
Millsboro,DE,Delaware,Sussex,38.5892,-75.3089,19966,1840006079
Withamsville,OH,Ohio,Clermont,39.0628,-84.2808,45245 45255,1840007390
Piñon Hills,CA,California,San Bernardino,34.4437,-117.6214,92371 92372,1840025799
Rayne,LA,Louisiana,Acadia,30.2403,-92.2668,70578,1840015042
Clarkston Heights-Vineland,WA,Washington,Asotin,46.3770,-117.0920,99403,1840073891
Northlake,TX,Texas,Denton,33.0809,-97.2548,76226 76247 76262,1840022989
Wailua Homesteads,HI,Hawaii,Kauai,22.0650,-159.3771,96746,1840029591
Dacula,GA,Georgia,Gwinnett,33.9815,-83.8952,30019,1840014743
Lincoln,AL,Alabama,Talladega,33.5935,-86.1365,35160 35096,1840015698
Floris,VA,Virginia,Fairfax,38.9347,-77.4084,20171 20196,1840024569
Burton,SC,South Carolina,Beaufort,32.4232,-80.7456,29902 29906 29903,1840013816
Kentfield,CA,California,Marin,37.9481,-122.5497,94939 94904 94914 94974,1840017603
Clover Creek,WA,Washington,Pierce,47.1404,-122.3827,98445 98446,1840041920
Contra Costa Centre,CA,California,Contra Costa,37.9260,-122.0540,94597 94598,1840028422
Marengo,IL,Illinois,McHenry,42.2299,-88.6163,60152,1840008084
Sandwich,IL,Illinois,DeKalb,41.6497,-88.6179,60548,1840009188
Mentor-on-the-Lake,OH,Ohio,Lake,41.7132,-81.3647,44060,1840034156
Sturgis,SD,South Dakota,Meade,44.4110,-103.4973,57785,1840002174
University Park,IL,Illinois,Will,41.4461,-87.7154,60484 60449,1840029849
Porters Neck,NC,North Carolina,New Hanover,34.2942,-77.7695,28411,1840040293
Grove,OK,Oklahoma,Delaware,36.5928,-94.7877,74344 74345,1840020369
Heber Springs,AR,Arkansas,Cleburne,35.4995,-92.0292,72543 72545,1840014543
Oceano,CA,California,San Luis Obispo,35.1019,-120.6088,93445 93420 93475,1840019123
Inwood,FL,Florida,Polk,28.0391,-81.7677,33881 33880,1840014123
Seminole,TX,Texas,Gaines,32.7207,-102.6501,79360,1840022061
Milton-Freewater,OR,Oregon,Umatilla,45.9340,-118.3909,97862,1840019916
River Rouge,MI,Michigan,Wayne,42.2731,-83.1245,48218 48222,1840003960
Cortland,OH,Ohio,Trumbull,41.3319,-80.7195,44410,1840007128
Lionville,PA,Pennsylvania,Chester,40.0524,-75.6440,19341,1840005502
Decatur,TX,Texas,Wise,33.2263,-97.5875,76234,1840019385
Fircrest,WA,Washington,Pierce,47.2307,-122.5157,98466,1840019854
Logan,OH,Ohio,Hocking,39.5385,-82.4062,43138,1840009566
West Miami,FL,Florida,Miami-Dade,25.7578,-80.2969,33144 33155,1840016009
Benton,IL,Illinois,Franklin,38.0109,-88.9179,62812,1840007543
Ocean Shores,WA,Washington,Grays Harbor,46.9684,-124.1520,98569,1840019849
Winsted,CT,Connecticut,Northwest Hills,41.9262,-73.0675,06098,1840003262
South Monrovia Island,CA,California,Los Angeles,34.1234,-117.9958,91016 91010,1840043043
Mecca,CA,California,Riverside,33.5767,-116.0645,92254,1840019285
Trinity,NC,North Carolina,Randolph,35.8756,-80.0093,27370 27263,1840015374
Long Branch,VA,Virginia,Fairfax,38.8302,-77.2713,22032,1840041774
Waveland,MS,Mississippi,Hancock,30.2930,-89.3905,39576 39520,1840015918
Pacific,WA,Washington,King,47.2610,-122.2507,98001 98047,1840019834
Delphos,OH,Ohio,Allen,40.8465,-84.3368,45833,1840007172
San Isidro,PR,Puerto Rico,Canóvanas,18.3921,-65.8844,00729,1630035575
Alta Sierra,CA,California,Nevada,39.1237,-121.0523,95949,1840017553
Church Hill,TN,Tennessee,Hawkins,36.5204,-82.7151,37642,1840014428
Lake Murray of Richland,SC,South Carolina,Richland,34.1209,-81.2653,29177 29036 29063,1840073861
Belle Isle,FL,Florida,Orange,28.4723,-81.3491,32809 32812,1840014101
Addis,LA,Louisiana,West Baton Rouge,30.3652,-91.2658,70710,1840015915
Barrington,NJ,New Jersey,Camden,39.8689,-75.0514,08007 08033,1840003771
"Islamorada, Village of Islands",FL,Florida,Monroe,24.9407,-80.6098,33036 33070,1840073890
Nappanee,IN,Indiana,Elkhart,41.4451,-85.9940,46550,1840008189
Fayetteville,TN,Tennessee,Lincoln,35.1490,-86.5634,37334,1840013476
Heathrow,FL,Florida,Seminole,28.7754,-81.3721,32746,1840014070
Richboro,PA,Pennsylvania,Bucks,40.2262,-75.0006,18954,1840005407
New Canaan,CT,Connecticut,Western Connecticut,41.1420,-73.4905,06840,1840153089
Boyes Hot Springs,CA,California,Sonoma,38.3126,-122.4888,95476 95416,1840017572
Philadelphia,MS,Mississippi,Neshoba,32.7761,-89.1221,39350,1840014869
Waikoloa Village,HI,Hawaii,Hawaii,19.9443,-155.8053,96738,1840029587
Woods Creek,WA,Washington,Snohomish,47.8822,-121.8981,98272,1840037864
Frostburg,MD,Maryland,Allegany,39.6506,-78.9269,21532,1840005622
St. Joseph,MN,Minnesota,Stearns,45.5655,-94.3035,56374,1840008882
Isanti,MN,Minnesota,Isanti,45.4925,-93.2408,55040,1840007789
Fort Pierce North,FL,Florida,St. Lucie,27.4736,-80.3595,34947 34946,1840073834
Morrilton,AR,Arkansas,Conway,35.1558,-92.7387,72110,1840014564
Atherton,CA,California,San Mateo,37.4540,-122.2031,94027,1840020308
Clover,SC,South Carolina,York,35.1125,-81.2202,29710,1840016478
Clinton,IL,Illinois,De Witt,40.1468,-88.9633,61727,1840007255
Sandston,VA,Virginia,Henrico,37.5120,-77.3149,23150 23250 23231,1840026826
Demopolis,AL,Alabama,Marengo,32.4980,-87.8298,36732 36742,1840014897
Robinson,IL,Illinois,Crawford,39.0089,-87.7333,62454,1840009691
Fort Bragg,CA,California,Mendocino,39.4399,-123.8013,95437,1840020189
Spring Lake Park,MN,Minnesota,Anoka,45.1161,-93.2451,55432,1840008903
Midland Park,NJ,New Jersey,Bergen,40.9952,-74.1410,07432,1840000905
Kosciusko,MS,Mississippi,Attala,33.0585,-89.5893,39090,1840014848
Milltown,NJ,New Jersey,Middlesex,40.4504,-74.4351,08850,1840001338
Fair Plain,MI,Michigan,Berrien,42.0823,-86.4516,49022,1840004697
Rockland,ME,Maine,Knox,44.1274,-69.1369,04841,1840000322
Tuckahoe,NY,New York,Westchester,40.9531,-73.8230,10707,1840004946
Plymouth Meeting,PA,Pennsylvania,Montgomery,40.1097,-75.2803,19462,1840005459
Youngtown,AZ,Arizona,Maricopa,33.5846,-112.3048,85363,1840022917
Robertsdale,AL,Alabama,Baldwin,30.5535,-87.7023,36567,1840014981
West Slope,OR,Oregon,Washington,45.4962,-122.7730,97225 97005 97298,1840018554
Belfast,ME,Maine,Waldo,44.4279,-69.0325,04915,1840000300
Staples,CT,Connecticut,Western Connecticut,41.1508,-73.3283,06880,1840153086
Rutherford,PA,Pennsylvania,Dauphin,40.2696,-76.7678,17111 17036,1840035437
Garnet,CA,California,Riverside,33.9179,-116.4796,92240 92241,1840026985
Parkwood,WA,Washington,Kitsap,47.5266,-122.5986,98366,1840037518
Garden Home-Whitford,OR,Oregon,Washington,45.4642,-122.7588,97223,1840073958
Mountainside,NJ,New Jersey,Union,40.6811,-74.3601,07092,1840003612
Stratford,NJ,New Jersey,Camden,39.8290,-75.0156,08084,1840001516
Perry,FL,Florida,Taylor,30.1090,-83.5821,32347 32348,1840015046
Kasson,MN,Minnesota,Dodge,44.0333,-92.7479,55944,1840007913
Sudden Valley,WA,Washington,Whatcom,48.7236,-122.3442,98229,1840037740
Ormond-by-the-Sea,FL,Florida,Volusia,29.3437,-81.0677,32176,1840014042
Greenbrier,TN,Tennessee,Robertson,36.4243,-86.7975,37073,1840016014
Roosevelt,UT,Utah,Duchesne,40.2924,-110.0093,84066,1840020162
Idabel,OK,Oklahoma,McCurtain,33.9040,-94.8285,74745,1840019260
Stickney,IL,Illinois,Cook,41.8183,-87.7730,60402 60804,1840011326
Natrona Heights,PA,Pennsylvania,Allegheny,40.6234,-79.7298,15065,1840035119
Kingston,RI,Rhode Island,Washington,41.4738,-71.5236,02879 02881,1840003365
Nevada,IA,Iowa,Story,42.0184,-93.4633,50201,1840008125
Homeland Park,SC,South Carolina,Anderson,34.4644,-82.6593,29626 29624,1840013578
LaFayette,GA,Georgia,Walker,34.7089,-85.2815,30728,1840014656
Oneonta,AL,Alabama,Blount,33.9394,-86.4932,35121,1840005206
Nitro,WV,West Virginia,Kanawha,38.4117,-81.8193,25143 25064,1840006199
Hutchison,VA,Virginia,Fairfax,38.9636,-77.4110,20170,1840153056
Manorhaven,NY,New York,Nassau,40.8399,-73.7127,11050,1840005306
Sealy,TX,Texas,Austin,29.7662,-96.1630,77474,1840022209
Mount Healthy,OH,Ohio,Hamilton,39.2338,-84.5468,45231,1840001607
Union,OH,Ohio,Montgomery,39.9103,-84.2901,45322 45377,1840010583
Fowler,CA,California,Fresno,36.6243,-119.6737,93625,1840020318
Lecanto,FL,Florida,Citrus,28.8359,-82.4880,34461,1840014064
Orlovista,FL,Florida,Orange,28.5441,-81.4629,32808 32835 32811,1840014096
St. Louis,MI,Michigan,Gratiot,43.4082,-84.6118,48880,1840002878
Junction City,OR,Oregon,Lane,44.2068,-123.2102,97448,1840018623
Morehead,KY,Kentucky,Rowan,38.1906,-83.4466,40351,1840014291
Tamaqua,PA,Pennsylvania,Schuylkill,40.8033,-75.9344,18250 18252,1840002780
Binghamton University,NY,New York,Broome,42.0893,-75.9684,13902,1840043235
Harrisville,UT,Utah,Weber,41.2852,-111.9859,84404 84414,1840020129
Ewa Villages,HI,Hawaii,Honolulu,21.3417,-158.0389,96706,1840029578
Whitemarsh Island,GA,Georgia,Chatham,32.0304,-81.0109,31410,1840029460
Aquia Harbour,VA,Virginia,Stafford,38.4598,-77.3806,22554,1840006216
Mendota,IL,Illinois,LaSalle,41.5553,-89.1041,61342,1840008199
Connellsville,PA,Pennsylvania,Fayette,40.0161,-79.5893,15425,1840001501
Kirtland,OH,Ohio,Lake,41.5969,-81.3406,44094,1840000535
Ambridge,PA,Pennsylvania,Beaver,40.5921,-80.2265,15003,1840001010
St. Albans,VT,Vermont,Franklin,44.8119,-73.0849,05478 05479,1840002267
Catalina,AZ,Arizona,Pima,32.4848,-110.8997,85739,1840018109
Hamilton,AL,Alabama,Marion,34.1346,-87.9755,35570,1840003629
Wollochet,WA,Washington,Pierce,47.2828,-122.5768,98335,1840023843
Old Greenwich,CT,Connecticut,Western Connecticut,41.0254,-73.5692,06870,1840026284
Wayne,PA,Pennsylvania,Delaware,40.0409,-75.3945,19087,1840153025
Tellico Village,TN,Tennessee,Loudon,35.6984,-84.2641,37774,1840040591
Live Oak,FL,Florida,Suwannee,30.2957,-82.9847,32064,1840015929
Radisson,NY,New York,Onondaga,43.1824,-76.2988,13027,1840146815
St. James,NC,North Carolina,Brunswick,33.9467,-78.1132,28461,1840017954
Lincroft,NJ,New Jersey,Monmouth,40.3391,-74.1282,07738,1840005449
Napili-Honokowai,HI,Hawaii,Maui,20.9767,-156.6646,96761,1840075038
Mount Carmel,IL,Illinois,Wabash,38.4187,-87.7695,62863,1840008643
Hurricane,WV,West Virginia,Putnam,38.4293,-82.0182,25526,1840006180
Shamokin,PA,Pennsylvania,Northumberland,40.7881,-76.5550,17872,1840000849
Ocean City,MD,Maryland,Worcester,38.3998,-75.0715,21842 21843,1840006259
Huntingdon,PA,Pennsylvania,Huntingdon,40.5000,-78.0097,16652,1840001068
Lacombe,LA,Louisiana,St. Tammany,30.3141,-89.9310,70445,1840013942
Silsbee,TX,Texas,Hardin,30.3456,-94.1764,77656,1840022182
Sappington,MO,Missouri,St. Louis,38.5260,-90.3730,63126 63128,1840006122
Newport,TN,Tennessee,Cocke,35.9617,-83.1976,37821 37822,1840014487
Roslyn Heights,NY,New York,Nassau,40.7788,-73.6396,11577,1840005254
Taylor Mill,KY,Kentucky,Kenton,39.0092,-84.4988,41015,1840015175
Norwich,NY,New York,Chenango,42.5333,-75.5227,13815,1840000424
Savannah,TX,Texas,Denton,33.2257,-96.9081,76227,1840041547
Elkins,WV,West Virginia,Randolph,38.9237,-79.8541,26241,1840005991
Walden,NY,New York,Orange,41.5603,-74.1879,12586,1840004880
Litchfield Park,AZ,Arizona,Maricopa,33.5024,-112.3588,85340,1840020565
Castroville,CA,California,Monterey,36.7649,-121.7534,95012,1840017682
Mexia,TX,Texas,Limestone,31.6809,-96.4833,76667,1840020822
Aspen,CO,Colorado,Pitkin,39.1951,-106.8369,81611,1840018813
Chesterland,OH,Ohio,Geauga,41.5269,-81.3545,44026,1840004823
Holly Springs,MS,Mississippi,Marshall,34.7768,-89.4466,38635 38634,1840014644
Centerville,SC,South Carolina,Anderson,34.5257,-82.7161,29625 29623,1840134659
Medina,MN,Minnesota,Hennepin,45.0326,-93.5834,55340 55356 55359,1840007827
Port LaBelle,FL,Florida,Hendry,26.7565,-81.3827,33935,1840014210
Charles Town,WV,West Virginia,Jefferson,39.2746,-77.8631,25414,1840005759
Lanett,AL,Alabama,Chambers,32.8577,-85.2078,36863,1840014858
Corcoran,MN,Minnesota,Hennepin,45.1089,-93.5837,55340 55374 55357,1840006744
Maple Glen,PA,Pennsylvania,Montgomery,40.1778,-75.1793,19044 19002,1840035082
Ben Lomond,CA,California,Santa Cruz,37.0782,-122.0881,95005 95018,1840017649
Arlington Heights,PA,Pennsylvania,Monroe,41.0041,-75.2112,18360 18301,1840034849
Batesville,IN,Indiana,Ripley,39.2974,-85.2144,47006,1840007379
Hobart,WA,Washington,King,47.4120,-121.9960,98038,1840017344
Bridgeport,MI,Michigan,Saginaw,43.3706,-83.8827,48722 48601,1840004227
Calumet Park,IL,Illinois,Cook,41.6650,-87.6577,60827,1840010145
Darnestown,MD,Maryland,Montgomery,39.0969,-77.3033,20878 20874,1840005833
Chester,IL,Illinois,Randolph,37.9200,-89.8260,62233 62259,1840007529
Unionville,NC,North Carolina,Union,35.0716,-80.5173,28110,1840016457
Ave Maria,FL,Florida,Collier,26.3218,-81.4397,34142,1840144301
Monessen,PA,Pennsylvania,Westmoreland,40.1519,-79.8828,15062,1840001146
Thomson,GA,Georgia,McDuffie,33.4679,-82.4968,30824,1840015703
Huron,OH,Ohio,Erie,41.3912,-82.5636,44839,1840007095
Ambler,PA,Pennsylvania,Montgomery,40.1564,-75.2215,19002,1840003693
Tanglewilde,WA,Washington,Thurston,47.0512,-122.7809,98516 98503,1840037899
Clifton Heights,PA,Pennsylvania,Delaware,39.9301,-75.2958,19018,1840000692
La Feria,TX,Texas,Cameron,26.1544,-97.8255,78559,1840021041
Allendale,NJ,New Jersey,Bergen,41.0332,-74.1333,07401,1840003550
St. Augustine Beach,FL,Florida,St. Johns,29.8415,-81.2713,32080,1840015936
Valley Park,MO,Missouri,St. Louis,38.5513,-90.4923,63122 63088,1840010740
Byron Center,MI,Michigan,Kent,42.8121,-85.7279,49315,1840004306
Marianna,FL,Florida,Jackson,30.7943,-85.2259,32446 32448,1840015897
Litchfield,IL,Illinois,Montgomery,39.1954,-89.6300,62056 62015,1840009601
Loomis,CA,California,Placer,38.8093,-121.1955,95650,1840021462
Osceola,AR,Arkansas,Mississippi,35.6942,-89.9934,72370,1840014501
Pepper Pike,OH,Ohio,Cuyahoga,41.4800,-81.4620,44124,1840003408
South Hill,NY,New York,Tompkins,42.4113,-76.4883,14850,1840004541
Murphysboro,IL,Illinois,Jackson,37.7678,-89.3324,62966,1840008701
Lake Alfred,FL,Florida,Polk,28.1041,-81.7264,33850,1840015106
Roeland Park,KS,Kansas,Johnson,39.0359,-94.6374,66205,1840001640
Columbiana,OH,Ohio,Columbiana,40.8872,-80.6757,44408,1840007175
Bennettsville,SC,South Carolina,Marlboro,34.6303,-79.6875,29512,1840013583
Marshall,MI,Michigan,Calhoun,42.2618,-84.9598,49068,1840003177
Bowleys Quarters,MD,Maryland,Baltimore,39.3198,-76.3856,21220,1840005677
Paradise,CA,California,Butte,39.7558,-121.6063,95969 95967,1840022428
Vandenberg Village,CA,California,Santa Barbara,34.7111,-120.4622,93436,1840019185
Spotsylvania Courthouse,VA,Virginia,Spotsylvania,38.1993,-77.5892,22553 22551,1840006269
Donaldsonville,LA,Louisiana,Ascension,30.0954,-90.9925,70346,1840015045
Sturtevant,WI,Wisconsin,Racine,42.6995,-87.9019,53177,1840002486
Satsuma,AL,Alabama,Mobile,30.8578,-88.0631,36572,1840015887
University at Buffalo,NY,New York,Erie,43.0025,-78.7887,14260 14261 14228,1840043236
Sterling,AK,Alaska,Kenai Peninsula,60.5405,-150.8089,99672 99669,1840023417
Chesnut Hill,PA,Pennsylvania,Northampton,40.7236,-75.2074,18040,1840098797
Atlantic,IA,Iowa,Cass,41.3958,-95.0136,50022,1840007125
Bonne Terre,MO,Missouri,St. Francois,37.9209,-90.5425,63628,1840007551
Belle Mead,NJ,New Jersey,Somerset,40.4684,-74.6559,08502 08844,1840024271
South Monroe,MI,Michigan,Monroe,41.8927,-83.4186,48161,1840006577
Lawrence,NY,New York,Nassau,40.6041,-73.7151,11559,1840005303
Tehaleh,WA,Washington,Pierce,47.1165,-122.1824,98391,1840153145
Joshua Tree,CA,California,San Bernardino,34.1236,-116.3128,92252,1840017802
Orland Hills,IL,Illinois,Cook,41.5905,-87.8414,60487,1840011309
Notre Dame,IN,Indiana,St. Joseph,41.7014,-86.2378,46556 46637,1840039286
Stewartville,MN,Minnesota,Olmsted,43.8606,-92.4896,55976,1840008985
Opp,AL,Alabama,Covington,31.2848,-86.2570,36467,1840014960
Lake Mathews,CA,California,Riverside,33.8250,-117.3683,92570 92504,1840075920
Folcroft,PA,Pennsylvania,Delaware,39.8891,-75.2770,19032,1840000698
Linglestown,PA,Pennsylvania,Dauphin,40.3444,-76.7948,17112,1840005401
Fox Point,WI,Wisconsin,Milwaukee,43.1581,-87.9013,53217,1840003042
Bayville,NY,New York,Nassau,40.9076,-73.5602,11709,1840005336
Eldridge,IA,Iowa,Scott,41.6390,-90.5809,52748,1840008182
Ross,IN,Indiana,Lake,41.5267,-87.3748,46319 46408,1840030012
Nuevo,CA,California,Riverside,33.8011,-117.1414,92567,1840019287
Pinehurst,MA,Massachusetts,Middlesex,42.5334,-71.2339,01821 01866,1840004521
Brookings,OR,Oregon,Curry,42.0697,-124.3002,97415,1840018677
North Syracuse,NY,New York,Onondaga,43.1339,-76.1304,13212 13220 13225 13251,1840004326
South Patrick Shores,FL,Florida,Brevard,28.2020,-80.6137,32937,1840029080
Vine Grove,KY,Kentucky,Hardin,37.8134,-85.9828,40175 40160,1840015218
Gateway,AK,Alaska,Matanuska-Susitna,61.5668,-149.2417,99645 99654,1840023654
Purcell,OK,Oklahoma,McClain,35.0231,-97.3757,73095 73080,1840020454
South Run,VA,Virginia,Fairfax,38.7467,-77.2754,22039 22153,1840041864
Delano,MN,Minnesota,Wright,45.0384,-93.7930,55328,1840006710
Gunnison,CO,Colorado,Gunnison,38.5480,-106.9246,81230 81231,1840020235
Oakmont,PA,Pennsylvania,Allegheny,40.5200,-79.8365,15139,1840001250
Liberty Hill,TX,Texas,Williamson,30.6638,-97.9063,78642,1840022612
Jordan,MN,Minnesota,Scott,44.6648,-93.6351,55352,1840007864
Tappan,NY,New York,Rockland,41.0270,-73.9520,10964 10962 10983,1840004969
Eastwood,MI,Michigan,Kalamazoo,42.3027,-85.5447,49048,1840004656
Bedford,VA,Virginia,Bedford,37.3360,-79.5179,24523,1840001713
Air Force Academy,CO,Colorado,El Paso,38.9942,-104.8639,80840 80841,1840036508
Nephi,UT,Utah,Juab,39.7069,-111.8326,84648,1840020188
Moapa Valley,NV,Nevada,Clark,36.6078,-114.4566,89040 89021,1840033831
Galax,VA,Virginia,Galax,36.6660,-80.9176,24333,1840003877
Willis,TX,Texas,Montgomery,30.4314,-95.4831,77378 77318,1840022175
Heathcote,NJ,New Jersey,Middlesex,40.3878,-74.5780,08824 08852 08540,1840033480
Cochituate,MA,Massachusetts,Middlesex,42.3290,-71.3576,01778,1840003129
Steilacoom,WA,Washington,Pierce,47.1703,-122.5933,98388,1840022309
Boonville,IN,Indiana,Warrick,38.0456,-87.2907,47601,1840007528
Plattsmouth,NE,Nebraska,Cass,41.0054,-95.8940,68048,1840009355
Edgemoor,DE,Delaware,New Castle,39.7547,-75.5069,19809 19802,1840028608
Lutherville,MD,Maryland,Baltimore,39.4240,-76.6177,21093 21094,1840026623
Kahaluu-Keauhou,HI,Hawaii,Hawaii,19.5669,-155.9533,96750 96740,1840075021
Raleigh Hills,OR,Oregon,Washington,45.4851,-122.7567,97225 97223,1840034810
Belpre,OH,Ohio,Washington,39.2815,-81.5972,45714,1840001544
Carolina Beach,NC,North Carolina,New Hanover,34.0396,-77.8966,28428,1840015575
Green Knoll,NJ,New Jersey,Somerset,40.6047,-74.6147,08807,1840033460
Winthrop Harbor,IL,Illinois,Lake,42.4805,-87.8293,60096,1840011178
Blakely,PA,Pennsylvania,Lackawanna,41.4860,-75.6012,18447 18452,1840003375
Normandy Park,WA,Washington,King,47.4342,-122.3436,98166,1840019832
Rockville,CT,Connecticut,Capitol,41.8665,-72.4512,06066,1840003274
Gurabo,PR,Puerto Rico,Gurabo,18.2528,-65.9785,00778,1630035678
Ellettsville,IN,Indiana,Monroe,39.2322,-86.6232,47429 47404,1840010665
Forest Glen,MD,Maryland,Montgomery,39.0190,-77.0447,20910 20902,1840005824
Bridgewater,VA,Virginia,Rockingham,38.3862,-78.9674,22812,1840006135
Lackland AFB,TX,Texas,Bexar,29.3866,-98.6179,78236,1840074237
Ontario,OH,Ohio,Richland,40.7710,-82.6104,44906 44903 44862,1840009370
Homeacre-Lyndora,PA,Pennsylvania,Butler,40.8721,-79.9211,16001 16045,1840073691
Indiantown,FL,Florida,Martin,27.0376,-80.4910,34956,1840014189
Thermalito,CA,California,Butte,39.4909,-121.6150,95965,1840018780
Stone Mountain,GA,Georgia,DeKalb,33.8035,-84.1723,30083,1840015645
Aubrey,TX,Texas,Denton,33.2874,-96.9622,76227 76258,1840019387
Hebron,KY,Kentucky,Boone,39.0626,-84.7090,41048 41005 41021,1840026680
Burnet,TX,Texas,Burnet,30.7496,-98.2383,78611,1840019567
Harvest,AL,Alabama,Madison,34.8558,-86.7520,35749,1840013544
North Caldwell,NJ,New Jersey,Essex,40.8629,-74.2576,07006,1840002793
Rancho Calaveras,CA,California,Calaveras,38.1248,-120.8570,95252,1840018867
Jamul,CA,California,San Diego,32.7184,-116.8709,91978 91935 92022,1840018021
Green Hill,TN,Tennessee,Wilson,36.2349,-86.5733,37138,1840013350
Oakdale,LA,Louisiana,Allen,30.8158,-92.6542,71463,1840015012
Buena Vista,VA,Virginia,Buena Vista,37.7319,-79.3568,24416,1840003851
Selma,NC,North Carolina,Johnston,35.5406,-78.2932,27577 27576,1840017794
Lynchburg,TN,Tennessee,Moore,35.2846,-86.3587,37334 37388 37359 37352,1840036144
Black Jack,MO,Missouri,St. Louis,38.7993,-90.2640,63033,1840007452
Dunlap,IN,Indiana,Elkhart,41.6346,-85.9235,46517 46516,1840004814
Lake Shore,WA,Washington,Clark,45.6911,-122.6911,98665 98685,1840037873
Litchfield,MN,Minnesota,Meeker,45.1221,-94.5253,55355,1840008912
Orchard Mesa,CO,Colorado,Mesa,39.0363,-108.5166,81503,1840018811
Strathmore,NJ,New Jersey,Monmouth,40.4018,-74.2194,07747,1840005451
Belle Haven,VA,Virginia,Fairfax,38.7775,-77.0574,22307,1840145044
Solvay,NY,New York,Onondaga,43.0571,-76.2123,13209,1840004328
Hapeville,GA,Georgia,Fulton,33.6609,-84.4093,30354,1840013663
Northgate,OH,Ohio,Hamilton,39.2533,-84.5941,45251,1840034390
Milton,PA,Pennsylvania,Northumberland,41.0088,-76.8507,17847,1840000845
West View,PA,Pennsylvania,Allegheny,40.5182,-80.0333,15229,1840001274
Upper Sandusky,OH,Ohio,Wyandot,40.8298,-83.2721,43351,1840010346
Geneseo,IL,Illinois,Henry,41.4509,-90.1540,61254,1840008205
Pelican Bay,FL,Florida,Collier,26.2327,-81.8108,34108,1840028996
Iowa Park,TX,Texas,Wichita,33.9622,-98.6819,76367,1840019279
Keene,TX,Texas,Johnson,32.3955,-97.3226,76059 76009 76031,1840019469
Wailea,HI,Hawaii,Maui,20.6873,-156.4291,96790 96753,1840025210
St. Gabriel,LA,Louisiana,Iberville,30.2536,-91.1013,70721 70776 70780,1840015926
Carthage,TX,Texas,Panola,32.1526,-94.3368,75633,1840019497
Treasure Island,FL,Florida,Pinellas,27.7740,-82.7663,33706 33740,1840015981
Olivarez,TX,Texas,Hidalgo,26.2285,-97.9931,78599,1840037067
Howland Center,OH,Ohio,Trumbull,41.2482,-80.7443,44484,1840034386
Amory,MS,Mississippi,Monroe,33.9814,-88.4823,38821 38825,1840013686
Galliano,LA,Louisiana,Lafourche,29.4470,-90.3096,70354 70345,1840014023
St. John,MO,Missouri,St. Louis,38.7148,-90.3462,63114,1840073797
Pratt,KS,Kansas,Pratt,37.6765,-98.7451,67124,1840001687
Franklin,LA,Louisiana,St. Mary,29.7851,-91.5098,70538,1840014019
Kula,HI,Hawaii,Maui,20.7706,-156.3284,96790 96784,1840039188
Valley City,ND,North Dakota,Barnes,46.9222,-98.0055,58072,1840000160
Carbondale,CO,Colorado,Garfield,39.3949,-107.2148,81623,1840022431
South Lebanon,OH,Ohio,Warren,39.3672,-84.2205,45065 45036 45039,1840012616
Calipatria,CA,California,Imperial,33.1493,-115.5055,92233,1840019380
West Point,NY,New York,Orange,41.3645,-74.0123,10996 10928 10997,1840004866
Ramblewood,NJ,New Jersey,Burlington,39.9322,-74.9527,08054,1840033392
